avhengig_var,kjønn,utdanning,alder,inntekt
50,mann,grunnskole,41,3112
51,mann,videregående,59,1021
32,kvinne,høyere,44,141
44,kvinne,videregående,48,939
48,mann,videregående,53,642
47,kvinne,høyere,21,552
36,kvinne,høyere,54,243
46,mann,høyere,52,450
41,kvinne,videregående,35,889
47,kvinne,høyere,38,1324
44,kvinne,høyere,40,1333
40,kvinne,høyere,57,369
39,kvinne,grunnskole,22,967
41,kvinne,grunnskole,49,706
47,mann,videregående,45,420
44,kvinne,grunnskole,47,1061
41,mann,høyere,39,884
39,mann,grunnskole,35,649
47,kvinne,videregående,38,860
48,kvinne,grunnskole,64,2452
51,kvinne,høyere,27,2052
32,mann,grunnskole,53,192
41,kvinne,grunnskole,44,1247
39,kvinne,grunnskole,45,688
46,mann,videregående,56,203
51,mann,videregående,20,556
47,mann,høyere,39,753
36,mann,videregående,50,290
54,kvinne,videregående,40,2226
40,mann,høyere,22,1271
42,mann,høyere,84,493
45,mann,høyere,58,582
50,mann,videregående,29,1738
50,mann,grunnskole,49,312
52,kvinne,videregående,48,454
37,mann,grunnskole,47,464
42,kvinne,høyere,39,184
48,kvinne,grunnskole,58,1689
37,mann,grunnskole,51,383
43,mann,høyere,26,313
42,mann,høyere,64,886
39,mann,videregående,68,464
44,mann,grunnskole,56,1033
45,mann,videregående,51,248
47,mann,videregående,28,793
52,mann,høyere,60,665
43,kvinne,videregående,65,447
47,kvinne,videregående,23,1357
48,kvinne,høyere,43,648
37,kvinne,høyere,58,217
42,kvinne,videregående,32,689
47,mann,videregående,58,493
53,kvinne,høyere,42,651
55,mann,grunnskole,38,599
39,mann,grunnskole,48,1530
46,kvinne,høyere,69,302
49,mann,videregående,50,1605
32,kvinne,høyere,37,416
41,kvinne,videregående,25,680
41,mann,høyere,53,362
39,kvinne,videregående,66,148
37,kvinne,høyere,52,337
40,kvinne,høyere,34,574
50,mann,høyere,70,405
48,mann,høyere,60,1073
51,mann,høyere,41,420
44,mann,grunnskole,58,211
46,mann,videregående,43,907
43,kvinne,grunnskole,52,331
39,kvinne,grunnskole,37,197
45,mann,videregående,34,383
43,kvinne,videregående,25,1073
42,mann,grunnskole,65,716
38,kvinne,høyere,56,1365
38,kvinne,høyere,48,1873
43,mann,høyere,35,940
37,mann,grunnskole,31,142
56,mann,grunnskole,67,932
39,kvinne,grunnskole,55,612
36,kvinne,grunnskole,32,2662
31,kvinne,videregående,65,170
48,mann,høyere,62,1118
50,mann,videregående,70,710
54,kvinne,høyere,55,2143
47,mann,videregående,39,895
44,mann,høyere,45,919
41,mann,grunnskole,43,1075
46,kvinne,grunnskole,57,755
43,mann,høyere,52,1044
50,mann,grunnskole,56,1688
30,kvinne,videregående,30,170
40,kvinne,videregående,48,1234
44,mann,videregående,30,3372
47,kvinne,høyere,30,1542
44,mann,høyere,39,2093
42,mann,videregående,66,285
49,mann,høyere,28,2593
41,mann,høyere,67,239
43,mann,videregående,67,255
40,kvinne,videregående,53,455
55,mann,grunnskole,47,1075
38,mann,grunnskole,49,1778
47,kvinne,videregående,57,717
48,kvinne,videregående,28,1280
50,mann,høyere,44,622
36,mann,grunnskole,40,952
58,mann,videregående,56,3127
45,kvinne,videregående,37,899
51,kvinne,høyere,63,685
53,mann,høyere,43,1419
29,kvinne,videregående,50,185
50,mann,videregående,84,829
41,kvinne,høyere,51,352
44,mann,grunnskole,40,1035
39,kvinne,høyere,34,814
39,mann,videregående,48,1217
56,mann,høyere,64,2390
49,kvinne,høyere,36,658
40,kvinne,videregående,37,671
46,kvinne,høyere,45,1103
37,kvinne,grunnskole,27,809
37,mann,grunnskole,40,530
45,mann,videregående,66,309
38,mann,videregående,57,680
38,mann,grunnskole,33,1302
32,kvinne,videregående,37,166
44,mann,høyere,44,376
38,kvinne,høyere,26,1344
38,mann,høyere,44,2028
45,mann,videregående,52,616
39,mann,grunnskole,75,500
35,kvinne,videregående,31,274
41,kvinne,videregående,38,1372
37,mann,grunnskole,27,766
45,mann,videregående,49,584
45,kvinne,videregående,30,1356
39,kvinne,videregående,49,725
40,mann,grunnskole,38,348
46,kvinne,videregående,41,1024
39,kvinne,høyere,52,280
47,mann,videregående,53,3335
45,mann,videregående,98,530
42,mann,grunnskole,36,204
43,mann,grunnskole,30,532
37,mann,høyere,25,610
38,kvinne,høyere,67,352
43,kvinne,grunnskole,41,315
39,mann,videregående,43,978
30,kvinne,grunnskole,23,320
49,mann,høyere,62,731
42,kvinne,videregående,51,369
46,mann,videregående,67,312
42,kvinne,videregående,45,635
47,kvinne,videregående,37,552
48,mann,grunnskole,35,1378
49,mann,høyere,59,1462
37,mann,videregående,28,254
31,kvinne,videregående,40,677
53,kvinne,høyere,34,1273
35,kvinne,grunnskole,23,2392
29,mann,videregående,36,354
38,mann,videregående,34,512
51,kvinne,høyere,51,1199
44,mann,videregående,47,469
47,kvinne,høyere,42,760
39,kvinne,grunnskole,53,999
46,kvinne,høyere,26,878
41,kvinne,høyere,37,448
44,mann,grunnskole,33,1726
43,mann,høyere,26,207
48,kvinne,grunnskole,53,966
53,mann,høyere,42,964
45,kvinne,videregående,73,719
43,kvinne,høyere,60,240
38,kvinne,videregående,35,392
43,mann,høyere,48,1242
48,kvinne,høyere,45,1038
54,mann,høyere,35,1988
46,kvinne,høyere,33,815
49,kvinne,høyere,57,1021
37,kvinne,videregående,51,183
49,mann,høyere,61,456
38,kvinne,grunnskole,35,674
38,mann,videregående,26,1277
43,mann,videregående,60,591
46,mann,videregående,46,253
47,kvinne,videregående,50,935
45,kvinne,grunnskole,42,1342
38,kvinne,videregående,43,175
48,mann,videregående,55,2058
45,mann,grunnskole,79,261
40,mann,videregående,56,972
46,kvinne,grunnskole,65,1074
37,mann,grunnskole,26,395
42,kvinne,høyere,30,1397
40,kvinne,videregående,37,1056
48,kvinne,høyere,77,1326
42,mann,grunnskole,34,515
48,mann,grunnskole,43,863
50,kvinne,høyere,46,666
41,kvinne,videregående,36,336
42,mann,høyere,73,644
47,mann,grunnskole,41,668
49,kvinne,videregående,60,711
34,kvinne,grunnskole,53,127
34,mann,videregående,39,149
40,kvinne,høyere,29,798
32,kvinne,videregående,60,199
40,kvinne,høyere,35,418
43,kvinne,videregående,42,1254
47,mann,videregående,57,573
45,mann,høyere,56,485
38,kvinne,høyere,29,190
55,mann,høyere,79,1694
40,kvinne,videregående,61,244
37,kvinne,videregående,40,446
42,kvinne,videregående,69,714
38,kvinne,videregående,53,888
42,kvinne,videregående,55,497
46,mann,høyere,35,834
35,mann,grunnskole,36,395
44,mann,videregående,32,1789
43,mann,høyere,25,847
38,mann,grunnskole,52,873
40,mann,videregående,41,221
42,kvinne,videregående,38,184
32,kvinne,videregående,22,1079
37,mann,høyere,31,1284
33,kvinne,grunnskole,20,152
34,kvinne,grunnskole,26,1062
38,mann,høyere,37,1019
29,kvinne,høyere,40,398
42,kvinne,høyere,24,1272
36,mann,grunnskole,64,499
41,kvinne,videregående,64,693
49,mann,videregående,57,824
54,mann,videregående,38,1670
49,mann,grunnskole,56,1315
38,kvinne,høyere,83,596
52,mann,høyere,59,2513
41,kvinne,høyere,52,755
36,mann,videregående,28,431
50,kvinne,videregående,56,915
48,kvinne,videregående,48,1280
46,kvinne,grunnskole,79,975
42,mann,grunnskole,24,1822
43,kvinne,videregående,36,784
44,kvinne,videregående,28,384
48,kvinne,høyere,58,605
42,mann,høyere,41,855
48,kvinne,grunnskole,40,2897
36,kvinne,grunnskole,45,328
38,kvinne,videregående,64,630
42,mann,grunnskole,53,512
44,mann,videregående,34,1975
33,kvinne,høyere,44,1150
44,mann,grunnskole,70,1072
38,mann,videregående,59,545
40,mann,videregående,62,336
54,mann,videregående,73,1047
38,kvinne,videregående,73,649
41,mann,høyere,29,154
47,mann,høyere,52,416
41,kvinne,høyere,18,742
42,kvinne,videregående,33,781
46,kvinne,grunnskole,29,188
41,kvinne,høyere,42,474
43,mann,høyere,44,267
53,mann,videregående,32,1559
58,mann,høyere,64,1150
47,mann,videregående,49,525
35,kvinne,høyere,56,553
45,mann,videregående,22,1448
37,kvinne,grunnskole,23,977
46,mann,videregående,43,449
45,mann,videregående,38,781
44,kvinne,videregående,24,419
48,kvinne,høyere,50,684
43,kvinne,videregående,34,417
38,kvinne,videregående,62,1283
43,mann,videregående,70,1144
40,kvinne,høyere,25,1637
42,kvinne,videregående,25,750
54,mann,høyere,82,1739
45,kvinne,høyere,22,372
45,mann,videregående,70,528
45,kvinne,høyere,51,1102
51,mann,videregående,31,344
47,mann,høyere,24,2143
40,kvinne,høyere,25,1251
28,kvinne,høyere,43,144
43,mann,grunnskole,43,485
36,kvinne,videregående,19,584
50,mann,grunnskole,75,611
43,mann,grunnskole,24,503
42,mann,grunnskole,23,504
56,mann,videregående,57,1334
41,mann,videregående,38,694
41,kvinne,videregående,42,725
47,mann,høyere,41,621
30,kvinne,grunnskole,63,288
39,kvinne,grunnskole,37,194
37,mann,videregående,58,904
46,kvinne,høyere,59,1624
41,kvinne,høyere,61,192
46,mann,videregående,58,1256
46,mann,videregående,40,1014
37,mann,grunnskole,20,1063
47,kvinne,høyere,72,475
45,kvinne,høyere,32,1067
38,kvinne,høyere,37,367
39,mann,høyere,52,681
40,kvinne,videregående,60,329
52,kvinne,høyere,56,735
40,kvinne,videregående,77,617
47,kvinne,høyere,81,710
56,mann,høyere,54,975
48,kvinne,høyere,41,1688
39,mann,videregående,51,233
44,kvinne,grunnskole,60,299
41,mann,videregående,51,716
51,kvinne,grunnskole,50,1292
43,mann,videregående,34,1348
40,mann,høyere,37,385
39,kvinne,videregående,42,464
34,kvinne,høyere,38,447
38,mann,grunnskole,49,239
32,kvinne,grunnskole,47,118
53,mann,grunnskole,31,752
38,kvinne,grunnskole,19,1833
47,mann,videregående,40,1532
39,mann,videregående,51,464
51,kvinne,høyere,84,763
43,mann,høyere,74,461
40,kvinne,videregående,39,421
42,mann,høyere,25,721
45,mann,videregående,56,698
37,mann,høyere,51,811
51,mann,høyere,49,970
45,mann,grunnskole,49,510
51,kvinne,høyere,82,793
44,kvinne,høyere,51,1271
47,mann,høyere,53,800
42,mann,grunnskole,48,647
42,kvinne,grunnskole,35,569
48,mann,videregående,26,1062
42,kvinne,høyere,23,256
43,kvinne,videregående,21,280
49,kvinne,videregående,71,984
40,kvinne,videregående,46,411
36,mann,grunnskole,39,599
38,mann,videregående,69,400
43,mann,høyere,50,537
39,kvinne,høyere,64,2436
41,kvinne,videregående,41,210
36,kvinne,videregående,29,420
35,kvinne,grunnskole,50,191
41,mann,grunnskole,43,305
40,kvinne,videregående,71,1843
51,mann,høyere,32,2528
45,mann,videregående,37,219
44,kvinne,grunnskole,60,501
41,kvinne,videregående,45,943
37,kvinne,videregående,20,657
39,kvinne,høyere,64,991
44,kvinne,høyere,62,528
30,kvinne,videregående,24,334
43,mann,høyere,36,329
49,kvinne,høyere,55,2280
46,mann,høyere,46,572
38,kvinne,videregående,42,488
42,mann,videregående,35,553
46,kvinne,grunnskole,75,351
49,kvinne,høyere,26,764
30,mann,grunnskole,19,395
32,kvinne,grunnskole,22,479
48,kvinne,grunnskole,81,745
30,kvinne,grunnskole,31,539
35,kvinne,grunnskole,31,666
51,kvinne,høyere,45,609
47,mann,høyere,77,2268
41,kvinne,grunnskole,54,462
40,mann,høyere,39,297
49,kvinne,høyere,44,858
33,kvinne,høyere,21,811
31,mann,videregående,28,453
40,mann,høyere,64,282
55,kvinne,høyere,67,1101
47,kvinne,videregående,68,2023
42,mann,grunnskole,49,562
47,kvinne,grunnskole,27,485
44,mann,høyere,48,575
43,kvinne,grunnskole,56,428
49,mann,høyere,35,1005
41,mann,grunnskole,53,474
48,mann,grunnskole,48,1217
48,mann,videregående,29,1430
45,kvinne,høyere,66,1085
46,mann,videregående,22,1462
41,mann,høyere,23,467
49,kvinne,videregående,66,775
42,mann,videregående,34,754
38,kvinne,høyere,30,1104
40,mann,videregående,52,343
37,kvinne,videregående,51,826
44,kvinne,høyere,34,1742
36,mann,videregående,44,270
39,kvinne,grunnskole,47,701
37,kvinne,høyere,62,377
31,kvinne,videregående,29,1005
45,mann,høyere,54,1368
42,kvinne,videregående,57,653
40,kvinne,videregående,31,518
28,kvinne,grunnskole,46,165
33,kvinne,grunnskole,26,1347
45,kvinne,videregående,32,2717
40,kvinne,videregående,68,403
45,mann,høyere,38,634
45,kvinne,høyere,44,1148
35,mann,høyere,71,711
45,mann,høyere,58,373
50,kvinne,videregående,72,773
42,mann,høyere,51,189
30,kvinne,grunnskole,23,310
45,kvinne,videregående,28,1369
50,mann,grunnskole,74,462
40,kvinne,grunnskole,57,973
39,mann,videregående,48,1769
44,kvinne,grunnskole,57,1895
40,kvinne,videregående,39,885
32,mann,grunnskole,42,159
51,kvinne,grunnskole,45,1650
35,mann,videregående,35,405
43,mann,høyere,86,698
40,kvinne,grunnskole,45,1668
47,mann,videregående,81,572
46,mann,videregående,48,639
42,mann,videregående,52,902
45,mann,videregående,39,982
34,mann,videregående,23,92
40,mann,videregående,46,177
33,mann,videregående,44,201
50,kvinne,grunnskole,57,400
40,kvinne,videregående,36,253
47,kvinne,høyere,60,525
42,kvinne,videregående,76,183
39,kvinne,høyere,61,624
49,mann,høyere,23,575
42,mann,høyere,63,547
43,mann,grunnskole,62,225
45,kvinne,videregående,57,1807
46,mann,grunnskole,52,639
38,kvinne,videregående,56,162
48,kvinne,videregående,35,1370
46,kvinne,videregående,46,934
43,kvinne,videregående,21,625
40,kvinne,grunnskole,59,766
46,kvinne,grunnskole,39,641
39,mann,høyere,29,208
52,mann,videregående,57,1046
52,mann,videregående,35,831
42,mann,høyere,27,164
36,mann,grunnskole,49,1050
47,mann,videregående,56,418
36,kvinne,videregående,48,457
41,kvinne,høyere,27,583
38,kvinne,grunnskole,57,251
44,mann,grunnskole,49,251
45,kvinne,høyere,40,422
33,kvinne,videregående,48,238
44,mann,høyere,45,127
39,mann,høyere,19,429
31,kvinne,høyere,58,689
44,mann,grunnskole,33,1528
50,kvinne,grunnskole,37,923
40,kvinne,videregående,51,339
39,mann,høyere,42,342
41,kvinne,høyere,45,765
45,mann,videregående,40,683
49,mann,høyere,48,1147
36,kvinne,grunnskole,52,505
39,mann,høyere,63,1068
43,mann,høyere,37,804
37,mann,høyere,35,803
37,kvinne,videregående,26,413
38,kvinne,grunnskole,40,414
40,mann,grunnskole,21,491
54,mann,videregående,80,1953
42,kvinne,høyere,76,336
36,mann,videregående,48,503
47,kvinne,grunnskole,56,1096
54,mann,videregående,54,1822
53,kvinne,videregående,83,346
45,kvinne,videregående,60,900
48,mann,høyere,55,791
40,kvinne,videregående,56,389
46,mann,høyere,41,658
39,kvinne,høyere,43,637
34,kvinne,grunnskole,63,2358
37,kvinne,videregående,25,467
59,mann,grunnskole,32,3875
37,kvinne,høyere,20,236
53,mann,grunnskole,79,485
47,kvinne,videregående,39,1181
33,mann,videregående,36,280
39,kvinne,høyere,39,1215
50,mann,grunnskole,64,668
49,mann,grunnskole,44,802
46,mann,videregående,50,3599
51,kvinne,videregående,35,1225
32,kvinne,videregående,47,605
50,mann,videregående,61,668
38,kvinne,videregående,39,749
42,kvinne,høyere,25,1029
45,mann,høyere,33,535
45,kvinne,videregående,55,2266
49,mann,høyere,60,439
49,mann,grunnskole,58,331
52,kvinne,høyere,56,391
44,kvinne,grunnskole,32,1008
43,mann,videregående,58,1386
38,mann,videregående,67,717
40,mann,grunnskole,87,822
27,mann,grunnskole,44,205
60,mann,videregående,65,1310
44,mann,høyere,50,798
48,kvinne,høyere,51,1306
52,kvinne,høyere,36,2171
41,mann,høyere,25,424
41,kvinne,videregående,42,385
47,mann,høyere,30,265
41,kvinne,høyere,90,683
40,kvinne,høyere,27,761
38,kvinne,høyere,27,225
53,kvinne,videregående,62,2435
49,kvinne,videregående,30,366
42,mann,videregående,32,436
40,kvinne,grunnskole,24,369
41,mann,videregående,46,648
36,kvinne,videregående,22,229
31,mann,videregående,20,503
41,kvinne,høyere,34,733
48,mann,høyere,43,1347
53,mann,grunnskole,51,1259
35,kvinne,videregående,47,786
44,mann,videregående,32,867
34,mann,videregående,42,147
43,mann,grunnskole,47,1297
41,kvinne,videregående,30,1276
41,mann,høyere,49,577
34,mann,høyere,46,361
39,kvinne,grunnskole,46,1446
46,mann,grunnskole,39,1200
43,kvinne,videregående,24,1736
39,mann,videregående,21,326
46,mann,videregående,60,389
48,mann,grunnskole,69,1088
43,kvinne,grunnskole,72,137
48,kvinne,høyere,53,673
38,kvinne,grunnskole,39,609
45,mann,høyere,18,628
47,mann,grunnskole,52,717
45,kvinne,videregående,45,1137
43,kvinne,videregående,42,1124
37,mann,videregående,50,679
43,mann,videregående,64,107
41,mann,videregående,42,216
52,kvinne,grunnskole,56,1153
37,kvinne,grunnskole,40,202
40,mann,videregående,46,886
37,kvinne,grunnskole,36,569
36,mann,høyere,34,842
42,mann,høyere,31,158
45,mann,videregående,72,317
40,mann,grunnskole,45,968
46,kvinne,grunnskole,67,305
40,mann,grunnskole,71,433
52,kvinne,høyere,49,1059
38,kvinne,grunnskole,77,2225
48,mann,videregående,62,1380
36,kvinne,høyere,68,550
47,kvinne,høyere,30,2171
40,kvinne,videregående,56,1646
37,mann,videregående,33,182
48,mann,grunnskole,41,1353
56,mann,høyere,41,2320
41,mann,videregående,26,907
38,mann,grunnskole,34,265
49,mann,videregående,45,679
49,mann,høyere,48,822
44,mann,grunnskole,59,543
48,kvinne,grunnskole,59,215
42,mann,videregående,69,329
41,mann,høyere,37,590
49,mann,videregående,31,2447
44,kvinne,høyere,20,454
49,mann,videregående,43,855
46,kvinne,videregående,65,951
53,kvinne,høyere,52,412
41,kvinne,grunnskole,22,519
46,kvinne,høyere,48,318
36,kvinne,høyere,49,564
41,mann,høyere,43,134
48,kvinne,videregående,73,726
53,kvinne,høyere,58,293
40,kvinne,grunnskole,50,247
33,kvinne,videregående,23,225
42,kvinne,grunnskole,33,965
44,kvinne,videregående,27,649
52,kvinne,videregående,38,299
52,mann,grunnskole,81,758
50,mann,høyere,46,1053
30,mann,grunnskole,45,244
49,kvinne,videregående,61,624
39,mann,grunnskole,42,1746
42,mann,grunnskole,68,1518
45,kvinne,grunnskole,35,1135
38,kvinne,videregående,47,864
46,kvinne,videregående,31,908
35,kvinne,videregående,36,3176
39,kvinne,videregående,26,437
48,mann,høyere,60,227
50,kvinne,høyere,46,2471
49,mann,videregående,43,1505
43,kvinne,videregående,80,884
35,kvinne,høyere,29,239
49,mann,videregående,73,2230
45,mann,grunnskole,57,162
39,mann,grunnskole,40,673
43,mann,videregående,62,2031
52,kvinne,høyere,43,1312
40,kvinne,høyere,31,511
48,kvinne,videregående,81,396
47,mann,grunnskole,30,304
43,mann,grunnskole,56,253
41,mann,høyere,32,1719
39,kvinne,grunnskole,27,221
52,mann,videregående,41,1257
38,mann,grunnskole,82,688
39,mann,videregående,68,726
39,mann,grunnskole,46,712
46,mann,grunnskole,70,745
50,mann,videregående,38,808
41,kvinne,videregående,73,344
39,kvinne,høyere,38,521
39,kvinne,grunnskole,50,309
45,kvinne,videregående,26,1159
44,kvinne,høyere,58,460
48,mann,høyere,63,1133
44,kvinne,videregående,38,704
37,kvinne,grunnskole,55,224
37,kvinne,grunnskole,31,832
49,mann,grunnskole,75,320
50,mann,videregående,45,1051
47,mann,høyere,34,1329
38,kvinne,videregående,36,544
44,mann,videregående,44,696
36,kvinne,høyere,48,601
45,mann,videregående,77,744
48,kvinne,høyere,89,1249
43,kvinne,høyere,53,741
48,kvinne,høyere,57,873
38,mann,høyere,30,1334
46,kvinne,høyere,48,2704
51,mann,grunnskole,41,1754
29,mann,videregående,30,350
40,kvinne,grunnskole,47,1742
40,kvinne,høyere,34,346
41,mann,høyere,58,538
58,mann,høyere,76,839
47,kvinne,videregående,98,738
50,mann,videregående,48,982
44,kvinne,grunnskole,29,1181
50,kvinne,høyere,30,2432
46,mann,videregående,56,576
50,mann,videregående,70,448
46,mann,videregående,72,736
49,kvinne,grunnskole,33,877
37,kvinne,grunnskole,34,355
47,kvinne,videregående,25,462
35,kvinne,høyere,58,659
46,mann,høyere,21,899
47,kvinne,videregående,47,2300
36,mann,grunnskole,60,344
48,mann,videregående,44,725
40,kvinne,høyere,54,814
47,kvinne,høyere,40,1036
33,kvinne,grunnskole,45,598
44,mann,videregående,55,649
47,kvinne,videregående,71,292
38,mann,grunnskole,71,334
43,mann,videregående,49,307
38,mann,grunnskole,27,428
51,mann,grunnskole,61,2452
40,mann,grunnskole,48,339
39,mann,videregående,37,291
44,kvinne,høyere,61,1491
39,kvinne,grunnskole,35,1300
43,kvinne,videregående,26,354
44,mann,grunnskole,54,518
44,mann,videregående,59,1383
46,kvinne,grunnskole,58,231
37,mann,høyere,25,807
35,kvinne,høyere,59,344
44,kvinne,høyere,41,183
45,mann,høyere,49,1094
48,kvinne,grunnskole,40,1097
43,mann,høyere,41,1089
47,mann,videregående,41,1518
35,kvinne,videregående,30,134
47,kvinne,høyere,36,1011
37,kvinne,videregående,50,360
41,kvinne,grunnskole,51,511
44,mann,videregående,39,350
41,kvinne,høyere,58,501
40,kvinne,høyere,54,256
41,mann,videregående,54,1673
33,kvinne,grunnskole,37,141
36,mann,grunnskole,32,272
33,kvinne,videregående,24,184
42,mann,grunnskole,57,893
49,mann,videregående,27,739
40,mann,videregående,45,1383
47,kvinne,grunnskole,58,957
36,kvinne,videregående,24,247
37,kvinne,videregående,57,1000
40,mann,videregående,34,504
48,mann,høyere,54,1039
43,mann,videregående,40,971
46,mann,høyere,36,881
33,kvinne,grunnskole,36,532
32,kvinne,videregående,72,245
46,kvinne,høyere,38,712
43,kvinne,grunnskole,50,288
38,kvinne,grunnskole,43,433
47,mann,høyere,64,549
48,mann,grunnskole,31,1446
47,kvinne,videregående,50,581
44,mann,videregående,26,250
36,kvinne,videregående,28,556
48,mann,videregående,46,449
52,mann,videregående,74,1345
45,mann,videregående,19,376
41,kvinne,videregående,25,1878
42,kvinne,grunnskole,61,977
48,kvinne,grunnskole,49,660
50,mann,høyere,76,648
47,mann,høyere,54,367
45,mann,grunnskole,68,313
38,mann,videregående,48,286
47,kvinne,høyere,19,425
34,kvinne,høyere,32,664
54,mann,grunnskole,56,1113
45,mann,høyere,34,367
41,mann,grunnskole,51,1047
48,mann,høyere,55,169
47,mann,grunnskole,65,967
38,mann,grunnskole,29,1139
34,kvinne,videregående,32,606
47,mann,høyere,28,2573
43,mann,videregående,64,913
51,mann,grunnskole,46,877
41,kvinne,høyere,62,734
49,mann,høyere,75,1228
44,kvinne,høyere,46,1082
36,mann,videregående,27,659
41,mann,grunnskole,35,330
43,kvinne,høyere,43,600
47,mann,høyere,29,1285
30,kvinne,høyere,33,154
41,mann,høyere,66,262
36,mann,videregående,39,159
43,kvinne,grunnskole,26,735
46,mann,grunnskole,36,1516
42,kvinne,høyere,42,1559
53,mann,videregående,65,1634
53,kvinne,høyere,70,983
45,mann,grunnskole,58,249
41,mann,høyere,61,184
35,mann,videregående,46,172
42,mann,grunnskole,62,786
44,kvinne,videregående,55,466
46,mann,grunnskole,66,575
35,mann,videregående,49,445
46,mann,grunnskole,40,952
37,kvinne,videregående,26,293
42,mann,videregående,36,203
43,mann,grunnskole,29,821
35,mann,høyere,38,376
48,mann,høyere,41,485
45,kvinne,grunnskole,69,914
48,kvinne,høyere,60,1773
47,kvinne,høyere,63,1273
49,kvinne,grunnskole,36,1096
48,mann,høyere,62,658
47,kvinne,høyere,84,888
40,mann,grunnskole,41,507
55,mann,videregående,67,508
30,kvinne,videregående,52,206
41,mann,høyere,26,392
51,kvinne,videregående,90,546
38,kvinne,høyere,26,463
48,mann,grunnskole,63,879
